Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Estimates Start After
Turkey,Unemployment rate,Percent of total labor force,,"Source: Haver Analytics. Data from Turkish Statistical Institute (TurkStat) Latest actual data: 2017. For quarterly data, latest actual is 2018Q1 Employment type: National definition Primary domestic currency: Turkish lira Data last updated: 09/2018",7.2,7.2,7.6,7.51,7.407,6.946,7.716,8.131,8.701,8.575,7.998,7.66,7.944,8.368,8.013,7.109,6.124,6.318,6.373,7.155,5.997,7.804,9.764,9.925,9.688,9.488,9.034,9.183,10.02,13.053,11.127,9.096,8.432,9.041,9.915,10.279,10.907,10.904,10.97,2017
Turkey,Population,Persons,Millions,"Source: Haver Analytics. Formally, the Turkish Statistical Institute (TurkStat) Latest actual data: 2017 Primary domestic currency: Turkish lira Data last updated: 09/2018",44.51,45.51,46.732,49.571,50.736,51.901,53.062,54.219,53.331,54.095,55.343,56.457,57.394,58.328,59.259,60.184,61.106,62.023,62.912,63.818,64.73,65.603,66.402,67.187,68.01,68.861,69.73,70.586,71.517,72.561,73.723,74.724,75.627,76.668,77.696,78.741,79.815,80.811,81.867,2017
Turkey,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,51.567,76.075,72.058,65.738,57.736,50.764,44.681,38.168,38.15,43.857,40.083,36.479,32.724,31.382,28.769,27.643,28.311,28.261,32.332,2017
Turkmenistan,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-10,-17.3,-7.2,-6.7,-11.3,6.7,16.499,18.587,20.391,15.768,17.095,14.692,13.04,10.967,11.057,14.747,6.133,9.16,14.72,11.051,10.163,10.346,6.453,6.2,6.47,6.163,2017
Turkmenistan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.951,5.363,4.542,5.874,2.379,2.681,2.862,3.857,5.022,6.933,8.7,11.424,14.196,17.174,21.393,25.962,21.516,20.214,22.583,29.233,35.164,39.198,43.524,35.8,36.18,37.926,42.764,2017
Turkmenistan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,239.149,"1,335.633","1,102.518","1,394.427",554.283,614.767,647.355,861.861,"1,109.216","1,514.431","1,880.287","2,443.634","3,004.972","3,596.234","4,429.641","5,312.927","4,350.129","4,036.459","4,439.203","5,649.978","6,675.276","7,304.421","7,962.366","6,432.669","6,412.135","6,642.523","7,411.877",2004
Turkmenistan,"Inflation, average consumer prices",Index,,"Source: National Statistics Office. Turkmenistan authorities and IMF staff estimates and projections. Latest actual data: 2017 Notes: Data prior to 2009 cannot be confirmed by national sources at this time. Harmonized prices: No Frequency of source data: Monthly Base year: 1998. The base year for PCPICO and PCPICO_EOP is 2001, which is different than the base year for headline CPI data, which is 1998. Primary domestic currency: New Turkmen manat Data last updated: 08/2018",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.001,0.022,0.404,4.461,48.731,89.529,104.545,129.077,139.455,155.676,169.303,178.762,189.282,209.551,226.644,240.83,275.844,268.474,280.413,295.21,310.897,332.081,352.034,378.101,391.884,423.395,463.388,2017
Turkmenistan,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"3,102.4","1,748.3","1,005.261",992.389,83.722,16.771,23.465,8.04,11.632,8.753,5.587,5.885,10.708,8.157,6.259,14.539,-2.672,4.447,5.277,5.314,6.814,6.009,7.405,3.646,8.041,9.446,2017
Turkmenistan,Volume of imports of goods and services,Percent change,,"Source: National Statistics Office Latest actual data: 2013 Base year: 1997 Chain-weighted: No Oil coverage: Primary or unrefined products Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: New Turkmen manat Data last updated: 08/2018",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,--,--,--,--,16.582,14.055,14.363,19.583,-12.167,31.908,8.985,-9.865,-17.639,26.361,52.353,59.305,-7.794,20.041,22.706,8.832,3.352,-8.742,-7.082,-22.282,6.037,2013
Turkmenistan,Volume of exports of goods and services,Percent change,,"Source: National Statistics Office Latest actual data: 2013 Base year: 1997 Chain-weighted: No Oil coverage: Primary or unrefined products Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: New Turkmen manat Data last updated: 08/2018",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,--,--,0,--,-6.426,41.265,69.438,5.474,3.993,16.672,1.033,3.422,1.405,8.99,-8.346,-45.313,23.642,16.172,14.911,2.724,10.352,-5.856,-3.174,-8.997,6.099,2013
Turkmenistan,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,Population,Persons,Millions,Source: Turkmenistan authorities. Latest actual data: 2004 Notes: Data prior to 2009 cannot be confirmed by national sources at this time. Primary domestic currency: New Turkmen manat Data last updated: 08/2018,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.975,4.015,4.119,4.212,4.293,4.361,4.421,4.475,4.528,4.578,4.627,4.675,4.724,4.775,4.83,4.887,4.946,5.008,5.087,5.174,5.268,5.366,5.466,5.565,5.642,5.71,5.77,2004
Turkmenistan,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50.652,64.41,52.614,43.508,26.899,19.078,13.35,9.008,5.379,3.334,2.416,2.809,2.436,4.035,10.048,18.066,19.985,16.813,21.816,24.068,28.82,30.865,2017
Tuvalu,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.452,7.712,-3.105,-1.676,-4.118,2.891,6.347,7.959,-4.382,-3.09,7.89,-3.836,4.577,1.348,9.143,3.035,3.242,4.284,2015
Tuvalu,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.014,0.013,0.016,0.018,0.022,0.022,0.023,0.027,0.031,0.027,0.032,0.039,0.038,0.038,0.037,0.036,0.037,0.04,0.045,2015
Tuvalu,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,661.535","1,946.376","2,255.915","2,229.48","2,324.759","2,713.056","3,053.405","2,683.967","3,059.159","3,687.994","3,541.906","3,499.048","3,459.462","3,280.974","3,362.05","3,688.651","4,096.248",2012
Tuvalu,"Inflation, average consumer prices",Index,,Source: Central Statistical Directorate Latest actual data: 2017 Harmonized prices: No Frequency of source data: Quarterly Base year: 2000 Primary domestic currency: Australian dollar Data last updated: 07/2018,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,100,101.531,106.659,109.767,112.368,115.988,120.847,123.609,136.518,136.131,133.609,134.278,136.181,138.915,140.405,144.82,149.905,156.081,162.587,2017
Tuvalu,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.531,5.051,2.914,2.369,3.221,4.19,2.285,10.443,-0.283,-1.853,0.501,1.417,2.008,1.073,3.144,3.511,4.12,4.169,2017
Tuvalu,Volume of imports of goods and services,Percent change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,Volume of exports of goods and services,Percent change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,Population,Persons,Millions,Source: Central Statistical Directorate Latest actual data: 2012 Primary domestic currency: Australian dollar Data last updated: 07/2018,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.009,0.009,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,2012
Tuvalu,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,39.426,39.804,34.621,37.493,31.112,27.425,24.157,27.492,27.286,64.465,56.903,47.223,36.972,27.597,2017
Uganda,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-3.392,3.859,8.205,4.899,-3,-3,0.946,4,8.294,6.403,6.497,1.778,5.85,6.686,7.694,9.174,6.595,4.62,6.074,7.953,3.941,8.765,7.057,6.159,5.803,10.007,7.049,8.064,10.428,8.069,7.666,6.821,2.24,4.714,4.561,5.67,2.323,4.845,5.913,2016
Uganda,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",5.769,9.341,6.481,7.413,5.703,5.219,5.199,8.384,8.685,7.041,5.743,3.004,2.809,3.323,4.809,5.76,5.944,6.48,6.343,6.029,5.978,6.039,6.494,6.724,8.285,9.603,10.851,13.497,17.279,18.579,20.212,21.108,24.505,25.808,26.637,23.502,24.509,26.617,27.855,2016
Uganda,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",512.2,804.731,541.848,601.022,447.813,396.289,381.127,592.632,591.643,462.395,363.928,183.801,166.503,190.45,266.865,309.747,309.377,326.722,310.18,285.563,273.964,268.065,278.964,278.825,331.993,372.282,406.739,488.914,604.626,628.759,662.223,669.297,752.877,770.183,772.586,662.164,670.37,706.502,717.496,2016
Uganda,"Inflation, average consumer prices",Index,,Source: Central Bank Latest actual data: 2016/17 Harmonized prices: No Frequency of source data: Monthly Base year: 2009/10. The authorities use a FY base; the average of CPI from July 2009 to June 2010 is 100. Primary domestic currency: Uganda shilling Data last updated: 07/2018,0.01,0.02,0.04,0.101,0.118,0.236,0.575,1.814,4.837,11.164,16.232,19.612,27.897,36.258,38.379,40.983,44.064,47.469,50.239,53.132,54.929,55.984,55.817,60.678,62.903,68.314,73.245,77.706,87.065,98.399,102.055,117.373,132.254,138.742,143.009,150.748,158.971,167.92,174.343,2017
Uganda,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",99.203,100,100,150,16.711,100,143.8,215.4,166.7,130.8,45.4,20.819,42.248,29.969,5.85,6.787,7.516,7.729,5.834,5.759,3.382,1.922,-0.3,8.71,3.666,8.602,7.219,6.09,12.044,13.017,3.716,15.009,12.679,4.905,3.076,5.412,5.455,5.629,3.825,2017
Uganda,Volume of imports of goods and services,Percent change,,"Source: Central Bank Latest actual data: 2016. Historical data are in CY, but projections are conversions using averages of FY. For example, the calendar year projection of 2018 is the average of 2017/18 and 2018/19. Base year: 2000. Projections are averages of FY projections, which have a base year of FY 1999/2000. Methodology used to derive volumes: Deflation by survey-based price indexes Formula used to derive volumes: Other Chain-weighted: Yes, from 2000 Trade System: General trade Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Uganda shilling Data last updated: 07/2018",46.339,-12.183,-0.317,-0.889,-10.491,50.368,-12.134,27.393,3.162,3.841,-9.545,-11.367,-17.34,1.09,52.32,25.862,-7.509,0.666,18.639,-0.558,-8.598,7.922,5.989,0.731,8.451,9.385,6.129,12.525,30.985,11.3,-10.462,1.034,6.004,0.77,8.986,12.949,2.634,-0.316,8.343,2016
Uganda,Volume of exports of goods and services,Percent change,,"Source: Central Bank Latest actual data: 2016. Historical data are in CY, but projections are conversions using averages of FY. For example, the calendar year projection of 2018 is the average of 2017/18 and 2018/19. Base year: 2000. Projections are averages of FY projections, which have a base year of FY 1999/2000. Methodology used to derive volumes: Deflation by survey-based price indexes Formula used to derive volumes: Other Chain-weighted: Yes, from 2000 Trade System: General trade Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Uganda shilling Data last updated: 07/2018",-7.733,0.181,53.961,10.432,-12.378,-1.469,-2.389,52.515,-0.626,2.629,-2.245,16.939,13.63,19.41,45.425,37.975,28.728,-8.657,-9.32,14.715,8.203,26.062,4.585,1.765,24.558,12.22,12.16,20.704,14.921,6.045,-12.215,-8.342,18.452,4.825,-5.104,6.25,10.506,6.804,6.096,2016
Uganda,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2016 Primary domestic currency: Uganda shilling Data last updated: 07/2018,11.264,11.607,11.962,12.335,12.734,13.169,13.641,14.147,14.679,15.227,15.782,16.343,16.873,17.447,18.021,18.595,19.214,19.832,20.45,21.113,21.82,22.526,23.277,24.116,24.956,25.795,26.678,27.606,28.578,29.549,30.521,31.537,32.548,33.51,34.477,35.492,36.561,37.674,38.823,2016
Uganda,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,57.342,58.508,61.913,62.986,66.629,70.987,71.543,63.533,55.225,36.016,22.026,20.311,19.194,22.415,23.4,24.609,27.66,30.798,33.484,37.43,40.035,42.871,2016
Ukraine,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-14.799,-22.766,-12.142,-9.851,-3.175,-1.815,-0.203,5.932,9.227,5.34,9.517,11.795,3.071,7.571,8.216,2.243,-15.136,0.261,5.466,0.239,-0.027,-6.553,-9.773,2.441,2.525,3.539,2017
Ukraine,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22.193,35.025,38.012,38.275,46.083,51.867,43.315,32.661,32.331,39.309,43.956,52.01,67.226,89.282,111.885,148.734,188.24,121.552,136.011,163.161,175.707,179.572,132.343,90.939,93.349,112.128,126.39,2017
Ukraine,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,427.863,677.261,740.97,752.339,914.348,"1,037.893",874.265,664.99,664.376,814.851,919.141,"1,096.291","1,427.279","1,909.798","2,407.9","3,219.884","4,095.441","2,654.986","2,982.814","3,589.632","3,872.534","3,968.797","3,095.05","2,135.182","2,200.851","2,656.01","2,964.193",2016
Ukraine,"Inflation, average consumer prices",Index,,"Source: National Statistics Office. Formally, the State Statistics Service of Ukraine Latest actual data: 2017. Starting in 2014, data excludes Crimea and Sevastopol. Harmonized prices: No Frequency of source data: Monthly Base year: 1991 Primary domestic currency: Ukrainian hryvnia Data last updated: 08/2018",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,309.958","63,335.364","627,772.413","2,992,881.327","5,394,083.173","6,250,986.254","6,912,163.194","8,480,095.554","10,871,745.106","12,171,876.332","12,264,068.682","12,903,013.089","14,068,964.163","15,971,108.455","17,420,580.117","19,657,896.777","24,611,951.683","28,525,162.345","31,196,512.706","33,679,148.057","33,869,564.786","33,781,167.335","37,868,523.612","56,304,256.813","64,137,906.836","73,401,568.786","81,422,742.75",2017
Ukraine,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"4,734.914",891.188,376.746,80.23,15.886,10.577,22.684,28.203,11.959,0.757,5.21,9.036,13.52,9.076,12.843,25.201,15.9,9.365,7.958,0.565,-0.261,12.1,48.684,13.913,14.443,10.928,2017
Ukraine,Volume of imports of goods and services,Percent change,,"Source: IMF Staff Estimates. Calculated based on data from the National Bank of Ukraine and the State Statistics Committee. Starting in 2014Q2, data excludes Crimea and Sevastopol. Latest actual data: 2016 Base year: 2005 Methodology used to derive volumes: Weighted average of volume changes Formula used to derive volumes: Other Chain-weighted: No. Weights from 2000. Trade System: Other Excluded items in trade: In transit. Data comes from authorities. No adjustment made by staff. Oil coverage: Primary or unrefined products; Secondary or refined products Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB). Primary domestic currency: Ukrainian hryvnia Data last updated: 08/2018",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,54.039,-13.774,-15.735,10.5,-3.215,-15.3,-13.3,3.532,12.534,5.856,30.306,13.577,12.794,12.293,20.301,13.492,-41.623,15.014,21.517,1.613,-8.575,-24.991,-28.625,8.103,16.748,7.573,2016
Ukraine,Volume of exports of goods and services,Percent change,,"Source: IMF Staff Estimates. Calculated based on data from the National Bank of Ukraine and the State Statistics Committee. Starting in 2014Q2, data excludes Crimea and Sevastopol. Latest actual data: 2016 Base year: 2005 Methodology used to derive volumes: Weighted average of volume changes Formula used to derive volumes: Other Chain-weighted: No. Weights from 2000. Trade System: Other Excluded items in trade: In transit. Data comes from authorities. No adjustment made by staff. Oil coverage: Primary or unrefined products; Secondary or refined products Valuation of exports: Free on board (FOB) Valuation of imports: Free on board (FOB). Primary domestic currency: Ukrainian hryvnia Data last updated: 08/2018",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,46.893,-15.806,4.919,9.366,-2.689,-12.395,-10.154,16.525,6.999,6.868,14.127,18.214,-8.518,2.646,3.173,2.282,-24.226,9.293,6.162,1.441,-14.653,-10.592,-11.896,-3.627,7.75,7.312,2016
Ukraine,Unemployment rate,Percent of total labor force,,"Source: Haver Analytics. Formally, the State Statistics Committee of Ukraine Latest actual data: 2016. Starting in 2014, data excludes Crimea and Sevastopol.  Data officially published for 2013 have been recalculated by the IMF staff to exclude Crimea and Sevastopol to ensure a comparable base going forward. Employment type: National definition Primary domestic currency: Ukrainian hryvnia Data last updated: 08/2018",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,14.8,10,9.8,11.3,11.9,11.483,10.789,9.629,9.057,8.588,7.185,6.81,6.351,6.363,8.843,8.097,7.856,7.529,7.172,9.275,9.143,9.347,9.213,9.377,2016
Ukraine,Population,Persons,Millions,"Source: Haver Analytics. Formally, the State Statistics Committee of Ukraine Latest actual data: 2016. Starting in 2014, data excludes Crimea and Sevastopol.  2013 data excludes Crimea and Sevastopol for comparison purposes with 2014 data. Primary domestic currency: Ukrainian hryvnia Data last updated: 08/2018",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,51.87,51.715,51.3,50.874,50.4,49.974,49.545,49.115,48.664,48.241,47.823,47.442,47.101,46.749,46.466,46.192,45.963,45.783,45.598,45.453,45.373,45.246,42.76,42.591,42.415,42.217,42.639,2016
Ukraine,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,28.892,46.537,58.959,43.79,35.34,32.344,28.299,23.885,17.088,14.256,11.815,19.662,34.121,40.626,36.876,37.542,40.519,70.317,79.331,81.174,70.997,70.481,2016
United Arab Emirates,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-1.78,8.024,-7.188,-5.25,4.451,-2.522,-19.269,5.304,-2.623,15.733,23.562,2.141,3.095,-0.029,7.363,6.58,5.34,8.553,0.791,3.751,12.329,1.284,2.478,8.813,9.577,4.867,9.831,3.231,3.215,-5.229,1.595,6.93,4.485,5.053,4.399,5.065,2.988,0.8,2.905,2017
United Arab Emirates,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",40.415,45.002,41.848,38.345,38.012,37.31,29.568,32.466,32.999,38.09,49.09,49.821,52.208,53.438,57.45,63.637,70.991,76.171,73.394,82.865,103.893,103.312,109.816,124.346,147.824,180.617,222.117,257.916,315.475,253.547,289.787,350.666,374.591,390.108,403.137,358.135,357.045,382.575,432.612,2017
United Arab Emirates,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","40,014.582","40,910.917","35,767.654","31,690.067","29,017.094","27,035.998","20,533.019","21,644.071","18,435.195","20,478.526","26,621.511","25,847.406","25,960.965","25,654.369","25,762.53","26,394.423","29,058.859","29,523.485","25,897.653","27,321.043","34,688.979","32,621.292","32,790.711","35,017.312","39,304.507","43,988.667","44,313.586","41,472.286","39,074.838","30,920.447","35,064.255","41,194.733","42,723.581","43,197.43","43,340.018","37,380.571","36,226.239","37,732.656","41,476.301",2005
United Arab Emirates,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2017 Harmonized prices: No Frequency of source data: Monthly Base year: 1990 Primary domestic currency: U.A.E. dirham Data last updated: 09/2018,66.7,72,77.1,78.1,80,82.8,87.3,92.1,96.7,99.4,100,103.4,110,115.8,122.4,127.7,131.5,135.4,138.1,141,142.9,146.901,151.188,155.904,163.763,173.909,190.057,211.206,237.124,240.828,242.942,245.074,246.697,249.413,255.265,265.654,269.951,275.261,284.963,2017
United Arab Emirates,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",10.066,7.946,7.083,1.297,2.433,3.5,5.435,5.498,4.995,2.792,0.604,3.4,6.383,5.273,5.699,4.33,2.976,2.966,1.994,2.1,1.348,2.8,2.918,3.119,5.041,6.195,9.285,11.128,12.272,1.562,0.878,0.877,0.662,1.101,2.346,4.07,1.617,1.967,3.525,2017
United Arab Emirates,Volume of imports of goods and services,Percent change,,"Source: Central Bank Latest actual data: 2017 Base year: 2005 Methodology used to derive volumes: Deflation by survey-based price indexes Formula used to derive volumes: Laspeyres-type Chain-weighted: No Trade System: General trade Excluded items in trade: Other Oil coverage: Primary or unrefined products; Secondary or refined products Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: U.A.E. dirham Data last updated: 09/2018",13.329,9.186,-5.417,-7.335,-15.31,-4.672,-14.793,4.305,6.073,18.711,17,16.664,24.22,13.539,7.953,13.967,4.12,17.182,3.792,0.698,8.855,10.841,13.192,14.588,25.261,13.633,8.708,38.888,22.239,-13.252,0.628,9.829,9.265,11.203,12.272,0.935,4.446,-1.037,3.163,2017
United Arab Emirates,Volume of exports of goods and services,Percent change,,"Source: Central Bank Latest actual data: 2017 Base year: 2005 Methodology used to derive volumes: Deflation by survey-based price indexes Formula used to derive volumes: Laspeyres-type Chain-weighted: No Trade System: General trade Excluded items in trade: Other Oil coverage: Primary or unrefined products; Secondary or refined products Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: U.A.E. dirham Data last updated: 09/2018",-7.202,2.284,-8.81,-7.777,1.197,0.238,-4.436,3.639,7.401,14.486,47,-1.939,4.724,16.459,-0.839,11.26,12.043,15.342,-5.86,1.969,18.439,4.331,7.033,19.909,19.867,15.032,13.482,15.66,17.856,-10.103,5.531,17.398,17.056,8.152,5.445,4.334,6.882,-1.666,-2.25,2017
United Arab Emirates,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2005 Primary domestic currency: U.A.E. dirham Data last updated: 09/2018,1.01,1.1,1.17,1.21,1.31,1.38,1.44,1.5,1.79,1.86,1.844,1.928,2.011,2.083,2.23,2.411,2.443,2.58,2.834,3.033,2.995,3.167,3.349,3.551,3.761,4.106,5.012,6.219,8.074,8.2,8.264,8.512,8.768,9.031,9.302,9.581,9.856,10.139,10.43,2005
United Arab Emirates,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.815,3.093,2.69,3.595,4.404,5.64,6.632,6.842,7.853,12.532,24.084,21.949,17.445,16.986,15.759,15.539,18.69,20.217,19.747,17.81,2017
United Kingdom,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-2.028,-0.771,2.01,4.222,2.276,4.196,3.141,5.301,5.758,2.569,0.739,-1.088,0.371,2.526,3.895,2.455,2.535,4.293,3.341,3.214,3.453,2.841,2.5,3.339,2.348,3.149,2.548,2.546,-0.346,-4.247,1.711,1.645,1.447,2.046,2.948,2.349,1.789,1.656,1.359,2017
United Kingdom,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",604.678,587.772,558.717,532.564,504.481,536.81,654.761,812.013,988.304,"1,005.574","1,191.021","1,244.811","1,284.454","1,149.99","1,235.021","1,336.125","1,410.853","1,553.949","1,641.822","1,668.683","1,651.392","1,626.218","1,775.814","2,045.693","2,404.7","2,527.843","2,700.951","3,085.3","2,934.747","2,403.357","2,455.309","2,635.799","2,677.082","2,755.356","3,036.31","2,897.06","2,669.107","2,628.41","2,808.899",2017
United Kingdom,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","10,734.566","10,429.255","9,925.51","9,456.7","8,943.273","9,491.989","11,551.068","14,294.994","17,364.253","17,617.847","20,808.225","21,671.879","22,305.36","19,925.662","21,344.249","23,026.709","24,256.456","26,647.953","28,077.336","28,435.056","28,043.874","27,510.331","29,912.986","34,302.415","40,111.752","41,842.698","44,403.814","50,315.557","47,469.38","38,601.319","39,122.192","41,649.659","42,023.101","42,981.253","47,003.879","44,494.861","40,657.859","39,800.274","42,260.924",2017
